alleviate      	/ə'li:vieit/        	v.减轻，缓和，缓解(痛苦等)     
	substance      	/'sʌbstəns/         	n.物质；实质，本质；主旨；财产，资产 
	pronounce      	/prəu'nauns/        	v.发…的音;宣布,宣判        
	disregard      	/disri'gɑ:d/        	vt.不理会;忽视;漠视 n.忽视;漠视
	resistant      	/ri'zistənt/        	a.(to)抵抗的,有抵抗力的     
	customary      	/'kʌstəˌməri/       	a.习惯的,惯例的           
	notorious      	/nəu'tɔ:riəs/       	a.臭名昭著的,声名狼藉的       
	influence      	/'influəns/         	n.(on)影响,感化;势力,权势 v.影响,感化
	scientist      	/'saiəntist/        	n.科学家               
	southeast      	/ˌsauθ'i:st/        	n.                  
	departure      	/di'pɑ:tʃə/         	n.离开,起程             
	persevere      	/ˌpə:si'viə/        	v.坚持,坚忍,不屈不挠        
	secondary      	/'sekəndəri/        	a.次要的,二级的;中级的,第二的   
	immigrant      	/'imigrənt/         	a.(从国外)移来的,移民的 n.移民,侨民
	primitive      	/'primitiv/         	a.原始的,远古的,早期的;粗糙的,简单的
	interpret      	/in'tə:prit/        	vt.解释,说明;口译         
	housewife      	/'hauswaif/         	n.家庭主妇              
	foreigner      	/'fɔrinə/           	n.外国人               
	reproduce      	/ˌri:prə'dju:s/     	v.生殖;翻版;繁殖;复制,仿造    
	architect      	/'ɑ:kitekt/         	n.建筑师；设计师；缔造者；创造者   
	classroom      	/'klɑ:srum/         	n.教室，课堂             
	technical      	/'teknikəl/         	a.技术(性)的，工艺的；专门性的，专业性的
	honorable      	/'ɒnərəbl/          	a.(honourable)可敬的;荣誉的,光荣的
	excellent      	/'eksələnt/         	a.卓越的,极好的           
	threshold      	/'θreʃhəuld/        	n.门槛;入门,开端          
	community      	/kə'mju:niti/       	n.同一地区的全体居民,社会,社区;共同体
	knowledge      	/'nɔlidʒ/           	n.知识,学识;知道,了解       
	diversion      	/dai'və:ʃən/        	n.转向,转移;牵制;解闷;娱乐    
----------
realistic      	/ˌriə'listik/       	a.现实(主义)的           
	nutrition      	/nju:'triʃən/       	n.营养,营养学            
	emphasize      	/'emfəsaiz/         	v.(emphasise)强调     
	pollution      	/pə:'lju:ʃən/       	n.污染                
	temporary      	/'tempərəri/        	a.暂时的,临时的           
	constrain      	/kən'strein/        	vt.限制，约束；克制，抑制      
	accessory      	/ək'sesəri/         	n.附件,附属品;(为全套衣服增加美感的)服饰
	parameter      	/pə'ræmitə/         	n.参数,参量             
	worldwide      	/'wə:ldˌwaid/       	a.全世界的,世界范围的 ad.遍及全世界
	confusion      	/kən'fju:ʒən/       	n.困惑，糊涂；混淆；混乱，骚乱    
	alongside      	/ə'lɔŋ'said/        	ad.在旁边 prep.和...在一起；在...旁边
	obedience      	/ə'bi:diəns/        	n.服从,顺从             
	confident      	/'kɔnfidənt/        	n.(of,in)确信的,自信的    
	cafeteria      	/ˌkæfə'tɪəriə/      	n.自助食堂              
	fabricate      	/'fæbrikeit/        	v.捏造,编造(谎言,借口等);建造,制造
	fascinate      	/'fæsineit/         	v.迷住,强烈吸引           
	continual      	/kən'tinjuəl/       	a.不断的,连续的,频繁的       
	machinery      	/mə'ʃi:nəri/        	n.(总称)机器,机械         
	offensive      	/ə'fensiv/          	a.冒犯的,攻击的 n.攻势,进攻   
	sculpture      	/'skʌlptʃə/         	n.雕刻(术)，雕塑(术)；雕刻作品  
	technique      	/tek'ni:k/          	n.技巧，手艺，技能；技术，工艺    
	messenger      	/'mesindʒə/         	n.送信者,使者,传令兵        
	condition      	/kən'diʃən/         	n.条件，状况，环境 vt.决定；支配；训练
	telegraph      	/'teligrɑ:f/        	n.电报机,电报 v.打电报,发电报  
	desirable      	/di'zaiərəbl/       	a.值得做的;合意的,称心的;期望得到的
	staircase      	/'stεəkeis/         	n.(stairway)楼梯      
	personnel      	/ˌpə:sə'nel/        	n.全体人员,全体职员;人事(部门)  
	implement      	/'implimənt/        	n.(pl.)工具,器具 v.贯彻,实现
	originate      	/ə'ridʒəneit/       	v.(in,from)起源,发生;首创,创造
	gentleman      	/'dʒentlmən/        	n.绅士,先生             
	available      	/ə'veɪləbl/         	a.(用于物)可用的；可见到的，接受采访的
	influence      	/'influəns/         	n.(on)影响,感化;势力,权势 v.影响,感化
	institute      	/'institjut/        	n.学会,研究所;学院 v.设立,设置,制定
	pneumonia      	/nju:'məunjə/       	n.肺炎                
	departure      	/di'pɑ:tʃə/         	n.离开,起程             
	persevere      	/ˌpə:si'viə/        	v.坚持,坚忍,不屈不挠        
	secondary      	/'sekəndəri/        	a.次要的,二级的;中级的,第二的   
	multitude      	/'mʌltiˌtju:d/      	n.众多,大量             
	excessive      	/ik'sesiv/          	a.过多的;过分的;额外        
	primitive      	/'primitiv/         	a.原始的,远古的,早期的;粗糙的,简单的
	difficult      	/'difikəlt/         	a.困难的,艰难的           
	spectator      	/spek'teitə/        	n.观众,旁观者            
	spokesman      	/'spəuksmən/        	n.发言人               
	statement      	/'steitmənt/        	n.声明,陈述             
	foreigner      	/'fɔrinə/           	n.外国人               
	architect      	/'ɑ:kitekt/         	n.建筑师；设计师；缔造者；创造者   
	inflation      	/in'fleiʃən/        	n.通货膨胀              
	classroom      	/'klɑ:srum/         	n.教室，课堂             
	technical      	/'teknikəl/         	a.技术(性)的，工艺的；专门性的，专业性的
	suspicion      	/sə'spiʃən/         	n.怀疑，猜疑；一点儿，少量      
	newspaper      	/'nju:sˌpeipə/      	n.报纸                
	diversion      	/dai'və:ʃən/        	n.转向,转移;牵制;解闷;娱乐    
	expansion      	/ik'spænʃən/        	n.扩张,膨胀;张开,伸展       
	physicist      	/'fizisist/         	n.物理学家              
	lubricate      	/'lubrikeit/        	v.润滑,加润滑油,行贿,收买     
	kilometre      	/'kiləmi:tə(r)/     	n.(kilometer) 公里，千米(略作km)
----------
expression     	/ɪk'spreʃn/         	n.表达;表情;声调;腔调;榨出;措词;式;符号
	membership     	/'membəʃɪp/         	n.会员资格,成员资格         
	excitement     	/ik'saitmənt/       	n.刺激,激动,兴奋          
	enthusiasm     	/in'θju:ziæzəm/     	n.热情,热心;狂热;积极性(for) 
	adolescent     	/ˌædəu'lesnt/       	n.青少年  a.青春期的，青少年的  
	attractive     	/ə'træktiv/         	a.吸引人的，引人注意的；漂亮的，迷人的
	compensate     	/'kɔmpenseit/       	v.(for)补偿,赔偿        
	stereotype     	/'steriəutaip/      	n.陈规，模式化 vt.使定型，使模式化
----------
standard       	/'stændəd/          	n.标准,规则 a.标准的       
	favorite       	/'feivərit/         	n.(favourite)最喜欢的人或物 a.喜爱的
	astonish       	/ə'stɔniʃ/          	vt.使惊讶，使吃惊          
	hospital       	/'hɔspitəl/         	n.医院                
	interest       	/'ɪntrəst/          	n.(in)兴趣,重要性;利益v.(in)使发生兴趣
	unlikely       	/ˌʌn'laikli/        	a.未必的,靠不住的          
	locality       	/ləu'kæləti/        	n.位置,地点             
	parasite       	/'pærəsaɪt/         	n.寄生虫,食客            
	minister       	/'ministə/          	n.部长,大臣             
	governor       	/'gʌvənə/           	n.统治者,管理者,总督,州(省)长  
	generous       	/'dʒenərəs/         	a.宽宏大量的,慷慨的         
	maneuver       	/mə'nu:və/          	n.(manoeuvre)机动;运用,操作; v.机动
	marginal       	/'mɑ:dʒɪnl/         	a.记在页边的,旁注的;(意识)边缘的 
	anything       	/'eniθiŋ/           	pron.任何东西(事物)；无论什么东西(事物)
	mistress       	/'mistris/          	n.女主人;主妇;情妇,情人      
	fabulous       	/'fæbjuləs/         	a.极好的；极为巨大的；寓言中的，传说中的
	register       	/'redʒistə/         	n.                  
	romantic       	/rəu'mæntik/        	a.浪漫的,传奇式的;不切实际的,好幻想的
	absolute       	/'æbsəlju:t/        	a.绝对的，完全的；确实的，肯定的   
	muscular       	/'mʌskjulə/         	a.肌肉的;肌肉发达的;强健的     
	exterior       	/ik'stiəriə/        	a.外部的,外面的 n.外部      
	instinct       	/'instiŋkt/         	n.本能,直觉,天性          
	coherent       	/kəu'hɪərənt/       	a.一致的，协调的；(话语等)条理清楚的
	organism       	/'ɔ:gənizəm/        	n.生物，有机体            
	metaphor       	/'metəfə/           	n.隐喻，暗喻             
	greeting       	/'gri:tiŋ/          	n.问候,致敬             
	interior       	/in'tiəriə/         	a.内部的,里面的 n.内部,内地   
	reliance       	/ri'laiəns/         	n.信任,信心,依靠,依靠的人或物   
	exciting       	/ik'saitiŋ/         	a.令人兴奋的,使人激动的       
	overhear       	/ˌəuvə'hiə/         	v.偶然听到,从旁听到         
	conclude       	/kən'klu:d/         	v.结束,终止;断定,下结论;缔结,议定
	likewise       	/'laikwaiz/         	ad.同样地,照样地;又,也,而且   
	universe       	/'ju:nivə:s/        	n.宇宙,万物             
	frequent       	/'fri:kwənt/        	a.时常发生的,频繁的         
	resource       	/ri'sɔ:s/           	n.(pl.)资源,财力;办法,智谋;应变之才
	reporter       	/ri'pɔ:tə/          	n.报告人,通讯员;记者,报导者    
	eloquent       	/'eləkwənt/         	a.雄辩的,有说服力的;善辩的,口才流利的
	underlie       	/ˌʌndə'lai/         	vt.位于...之下, 成为...的基础
	disposal       	/dis'pəuzəl/        	n.处理,处置;布置,安排       
	triangle       	/'traiæŋgl/         	n.三角(形)             
	physical       	/'fɪzɪkl/           	a.物质的;肉体的,身体的;自然科学的,物理的
	cautious       	/'kɔ:ʃəs/           	a.(of)小心的,谨慎的       
	threaten       	/'θretən/           	v.恐吓,威胁;有…危险,快要来临   
	disperse       	/dis'pə:s/          	v.(使)分散;(使)散开;疏散    
	hitherto       	/ˌhiðə'tu:/         	ad.到目前为止,迄今         
	official       	/ə'fɪʃl/            	n.官员,行政官员 a.官方的,官方的,正式的
	multiple       	/'mʌltipl/          	a.多样的,多重的 n.倍数 v.成倍增加
	progress       	/'prəugres/         	v.                  
	question       	/'kwestʃən/         	n.问题;询问 v.询问;怀疑,对…表示疑问
	violence       	/'vaiələns/         	n.猛烈,强烈;暴力,暴行;强暴    
	addition       	/ə'diʃən/           	n.加，加法；附加部分，增加(物)   
	Saturday       	/'sætədeɪ/          	n.星期六               
	innocent       	/'inəsənt/          	a.(of)清白的,无罪的;无害的;单纯的,无知的
	paralyze       	/'pærəlaiz/         	v.(paralyse)使瘫痪(麻痹);使丧失作用
	gorgeous       	/'gɔ:dʒəs/          	a.华丽的；灿烂的；美丽的；宜人的；棒的
	alphabet       	/'ælfəbet/          	n.字母表；初步，入门         
	detector       	/dɪ'tektə(r)/       	n.发现者,侦察器,探测器,检波器,检电器
	invasion       	/in'veiʒən/         	n.入侵,侵略,侵犯          
	bachelor       	/'bætʃələ/          	n.单身汉;(亦作B-)学士(学位)  
	audience       	/'ɔ:diəns/          	n.听众，观众，读者；见面，会见    
	neighbor       	/'neibə/            	n.(neighbour)邻居     
	confront       	/kən'frʌnt/         	v.使面临,使遭遇;面对(危险等)   
	external       	/ik'stə:nəl/        	a.外部的;客观的;外国的;表面的;[医]外用的
	adjacent       	/ə'dʒeisənt/        	a.(to)(时间上)紧接着的；邻近的，毗邻的
	barbecue       	/'bɑ:bikju:/        	n.烤肉；烤肉用的台架 vt.炙烤(肉等)
	domestic       	/dəu'mestik/        	a.家里的;本国的;驯养的       
	tropical       	/'trɔpikəl/         	a.热带的               
	guidance       	/'gaidəns/          	n.引导,指导             
	resemble       	/ri'zembl/          	v.像,类似              
	personal       	/'pə:sənl/          	a.个人的,私人的;亲自的;身体的,人身的
	restrict       	/ri'strikt/         	v.限制,约束             
	portable       	/'pɔ:təbl/          	a.轻便的,手提(式)的,可移动的   
	magazine       	/ˌmægə'zi:n/        	n.杂志,期刊             
	republic       	/ri'pʌblik/         	n.共和国,共和政体          
	cardinal       	/'kɑ:dɪnl/          	n.(天主教的)红衣主教 a.首要的，基本的
	hardship       	/'hɑ:dʃip/          	n.艰难,困苦             
	possibly       	/'pɔsəbli/          	ad.可能地，也许；无论如何      
	multiply       	/'mʌltiplai/        	v.(by)乘,使相乘;倍增,增加,繁殖
	alliance       	/ə'laiəns/          	n.同盟，同盟国；结盟，联姻      
	junction       	/'dʒʌŋkʃən/         	n.连接,接合,交叉点,枢纽站,接头,中继线
	conflict       	/kən'flikt/         	n.战斗,斗争;抵触,冲突 v.(with)抵触,冲突
	district       	/'distrikt/         	n.地区,行政区;美国各州的众议院选区 
	eyesight       	/'aisait/           	n.视力                
	flourish       	/'flauriʃ/          	n.                  
	nonsense       	/'nɔnsəns/          	n.胡说,废话             
	electric       	/i'lektrik/         	a.电的,导电的,电动的        
	explicit       	/ik'splisit/        	a.详述的,明确的;坦率的;显然的   
	mushroom       	/'mʌʃru:m/          	n.蘑菇 vt.迅速生长,迅速增加,采蘑菇
	instruct       	/in'strʌkt/         	v.教,教授;命令,指示        
	evidence       	/'evidəns/          	n.明显;显著;根据;证据;迹象    
	obstruct       	/əb'strʌkt/         	v.阻隔,阻塞(道路、通道等)n.阻碍物,障碍物
	waitress       	/'weitris/          	n.女侍者,女服务员          
	perceive       	/pə'si:v/           	v.察觉,感知;理解,领悟       
	illusion       	/i'lju:ʒən/         	n.幻想，错误的观念；错觉，幻觉，假象 
	discover       	/dis'kʌvə/          	v.发现,显示             
	cohesive       	/kəu'hi:sɪv/        	a.粘合性的，有结合力的        
	November       	/nəu'vembə/         	n.十一月               
	endeavor       	/in'devə/           	v.                  
	frighten       	/'fraitən/          	v.使惊恐               
	collapse       	/kə'læps/           	v.                  
	conquest       	/'kɔŋkwest/         	n.征服，征服地，掠取物        
	prohibit       	/prəu'hibit/        	v.禁止,不准;阻止          
	cucumber       	/'kju:kʌmbə/        	n.黄瓜                
	imperial       	/im'piəriəl/        	a.帝国的，帝王的；(度量衡)英制的  
	terrible       	/'terəbl/           	a.很糟的;可怕的,骇人的;极度的,厉害的
	applause       	/ə'plɔ:z/           	n.鼓掌；喝彩；夸奖，赞扬       
	location       	/ləu'keɪʃn/         	n.位置,场所,定位,测位       
	approval       	/ə'pru:vəl/         	n.批准，通过；赞成，同意       
	aviation       	/ˌeivi'eiʃən/       	n.航空，航空学；飞机制造业      
	contrive       	/kən'traiv/         	vt.谋划，策划；设法做到；设计，想出 
	business       	/'biznis/           	n.商业,生意;事务,业务,职责    
	tomorrow       	/tə'mɔrəu/          	n.明天；来日，未来 ad.在明天，在明日
	mischief       	/'mistʃif/          	n.损害,伤害,危害;恶作剧,胡闹;灾祸
	orthodox       	/'ɔ:θədɒks/         	a.传统的,正统的,习惯的,保守的,东正教的
	electron       	/i'lektrɔn/         	n.电子                
	dwelling       	/'dweliŋ/           	n.住宅,寓所             
	employee       	/ˌemplɔi'i:/        	n.雇工,雇员             
	discount       	/'diskaunt/         	n.折扣；贴现(率) vt.打折扣;不重视
	intrigue       	/in'tri:g/          	n.阴谋v.密谋,私通;激起…的兴趣;诡计取得
	infinite       	/'infinət/          	a.无限的,无穷的 n.无限      
	daughter       	/'dɔ:tə/            	n.女儿                
	customer       	/'kʌstəmə/          	n.顾客,主顾             
	lifetime       	/'laiftaim/         	n.一生,终生             
	artistic       	/ɑ:'tistik/         	a.艺术(家)的，美术(家)的；善于艺术创作的
	religion       	/ri'lidʒən/         	n.宗教,信仰             
	gigantic       	/ˌdʒai'gæntik/      	a.巨大的,庞大的           
	cassette       	/kæ'set/            	n.盒子;盒式磁带           
	basement       	/'beismənt/         	n.建筑物的底部,地下室,地窖     
	presence       	/'prezəns/          	n.出席,到场,存在,在        
	notebook       	/'nəutbuk/          	n.笔记本               
	birthday       	/'bə:θdei/          	n.生日；(成方)纪念日        
	pamphlet       	/'pæmflit/          	n.小册子               
	wherever       	/hwεə'evə/          	conj.无论在哪里 ad.无论在哪里,究竟在哪里
	compress       	/kəm'pres/          	vt.压紧，压缩；(把思想、文字等)浓缩
----------
fortunate      	/'fɔ:tʃənit/        	a.幸运的,侥幸的           
	emphasize      	/'emfəsaiz/         	v.(emphasise)强调     
	important      	/im'pɔ:tənt/        	a.重要的,重大的;有地位的,有权力的 
	temporary      	/'tempərəri/        	a.暂时的,临时的           
	conscious      	/'kɔnʃəs/           	a.(of)意识到的,自觉的;神志清醒的
	afternoon      	/ˌɑ:ftə:'nu:n/      	n.下午，午后             
	waterfall      	/'wɔ:təfɔ:l/        	n.瀑布                
	paperback      	/'peipəbæk/         	n.平装本，简装本           
	auxiliary      	/ɔ:g'ziljəri/       	a.辅助的，支援的 n.辅助者，辅助设备
	potential      	/pəu'tenʃəl/        	a.潜在的,可能的 n.潜能,潜力   
	parameter      	/pə'ræmitə/         	n.参数,参量             
	badminton      	/'bædmintən/        	n.羽毛球               
	reconcile      	/'rekənsail/        	v.使和好,调解,使调和;(to,with)使一致
	alongside      	/ə'lɔŋ'said/        	ad.在旁边 prep.和...在一起；在...旁边
	obedience      	/ə'bi:diəns/        	n.服从,顺从             
	sensitive      	/'sensətɪv/         	a.(to)敏感的,易受伤害的;灵敏的 
	housework      	/'hauswə:k/         	n.家务，家事(不可数)        
	confident      	/'kɔnfidənt/        	n.(of,in)确信的,自信的    
	machinery      	/mə'ʃi:nəri/        	n.(总称)机器,机械         
	offensive      	/ə'fensiv/          	a.冒犯的,攻击的 n.攻势,进攻   
	historian      	/his'tɔ:riən/       	n.历史学家              
	direction      	/di'rekʃən/         	n.方向,方位;指令,说明       
	miserable      	/'mizərəbl/         	a.痛苦的,悲惨的           
	redundant      	/ri'dʌndənt/        	a.多余的,过剩的;(食物)丰富的;被解雇的
	sometimes      	/'sʌmtaimz/         	ad.不时，有时，间或         
	sculpture      	/'skʌlptʃə/         	n.雕刻(术)，雕塑(术)；雕刻作品  
	technique      	/tek'ni:k/          	n.技巧，手艺，技能；技术，工艺    
	remainder      	/ri'meində/         	n.剩余物,剩下的;余数,余项     
	discharge      	/dis'tʃɑ:dʒ/        	v.                  
	messenger      	/'mesindʒə/         	n.送信者,使者,传令兵        
	passenger      	/'pæsindʒə/         	n.乘客,旅客             
	programme      	/'prəugræm/         	n.(program)节目,计划,规划,程序 v.编程序
	assistant      	/ə'sistənt/         	a.帮助的，辅助的 n.助手，助教；辅助物
	condition      	/kən'diʃən/         	n.条件，状况，环境 vt.决定；支配；训练
	telegraph      	/'teligrɑ:f/        	n.电报机,电报 v.打电报,发电报  
	desirable      	/di'zaiərəbl/       	a.值得做的;合意的,称心的;期望得到的
	inference      	/'infərəns/         	n.推论,推理,推断;结论       
	clockwise      	/'klɔkwaiz/         	a.顺时针方向             
	introduce      	/ˌintrə'dju:s/      	vt.介绍；引进，传入；提出(议案等) 
	principle      	/'prinsəpl/         	n.原理,原则;主义,信念       
	agreement      	/ə'gri:mənt/        	n.协定,协议；契约；达成协议；同意，一致
	interfere      	/ˌintə'fiə/         	v.(in)干涉,干预;(with)妨碍,打扰
	substance      	/'sʌbstəns/         	n.物质；实质，本质；主旨；财产，资产 
	gentleman      	/'dʒentlmən/        	n.绅士,先生             
	pronounce      	/prəu'nauns/        	v.发…的音;宣布,宣判        
	afterward      	/'ɑ:ftəwəd/         	ad.(afterwards)以后，后来
	available      	/ə'veɪləbl/         	a.(用于物)可用的；可见到的，接受采访的
	disregard      	/disri'gɑ:d/        	vt.不理会;忽视;漠视 n.忽视;漠视
	resistant      	/ri'zistənt/        	a.(to)抵抗的,有抵抗力的     
	notorious      	/nəu'tɔ:riəs/       	a.臭名昭著的,声名狼藉的       
	hamburger      	/'hæmbɜ:gə(r)/      	n.汉堡包,牛肉饼           
	departure      	/di'pɑ:tʃə/         	n.离开,起程             
	necessity      	/ni'sesəti/         	n.必要性,需要;必然性;(pl.)必需品
	statesman      	/'steitsmən/        	n.政治家,国务活动家         
	secondary      	/'sekəndəri/        	a.次要的,二级的;中级的,第二的   
	arbitrary      	/'ɑ:bitrəri/        	a.任意的，任性的，主观的；专断，武断的
	invisible      	/in'vizəbl/         	a.看不见的,无形的          
	sarcastic      	/sɑ:'kæztik/        	a.讽刺的               
	excessive      	/ik'sesiv/          	a.过多的;过分的;额外        
	immigrant      	/'imigrənt/         	a.(从国外)移来的,移民的 n.移民,侨民
	primitive      	/'primitiv/         	a.原始的,远古的,早期的;粗糙的,简单的
	marvelous      	/'mɑ:viləs/         	a.(marvellous)惊人的,奇迹般的,妙极的
	bacterium      	/bæk'tiəriəm/       	n.(pl.)bacteria 细菌  
	ambulance      	/'æmbjuləns/        	n.救护车，救护船，救护飞机      
	editorial      	/ˌedi'tɔ:riəl/      	n.社论  a.社论的；编辑上的    
	underline      	/ˌʌndə'lain/        	vt.在…下划线;强调         
	reference      	/'refərəns/         	n.提及,涉及;参考,参考书目;证明书（人）
	Christian      	/'kristjən/         	n.基督教徒 a.基督教徒的      
	statement      	/'steitmənt/        	n.声明,陈述             
	butterfly      	/'bʌtəflai/         	n.蝴蝶                
	reproduce      	/ˌri:prə'dju:s/     	v.生殖;翻版;繁殖;复制,仿造    
	sociology      	/ˌsəusi'ɔlədʒi/     	n.社会学               
	threshold      	/'θreʃhəuld/        	n.门槛;入门,开端          
	knowledge      	/'nɔlidʒ/           	n.知识,学识;知道,了解       
	kilometre      	/'kiləmi:tə(r)/     	n.(kilometer) 公里，千米(略作km)
----------
spectacular    	/spek'tækjulə/      	a.壮观的,引人注目的 n.壮观的演出 
	electricity    	/ˌilek'trisəti/     	n.电,电流;电学           
	operational    	/ˌɔpə'reiʃənəl/     	a.操作的,运转的,起作用的,经营的  
----------
nutrition      	/nju:'triʃən/       	n.营养,营养学            
	realistic      	/ˌriə'listik/       	a.现实(主义)的           
	emphasize      	/'emfəsaiz/         	v.(emphasise)强调     
	important      	/im'pɔ:tənt/        	a.重要的,重大的;有地位的,有权力的 
	eccentric      	/ik'sentrik/        	a.古怪的，怪癖的，异乎寻常的n.古怪的人
	character      	/'kærəktə/          	n.性格,品质,特性;人物,角色;字符,(汉)字
	waterfall      	/'wɔ:təfɔ:l/        	n.瀑布                
	auxiliary      	/ɔ:g'ziljəri/       	a.辅助的，支援的 n.辅助者，辅助设备
	constrain      	/kən'strein/        	vt.限制，约束；克制，抑制      
	worldwide      	/'wə:ldˌwaid/       	a.全世界的,世界范围的 ad.遍及全世界
	reconcile      	/'rekənsail/        	v.使和好,调解,使调和;(to,with)使一致
	alongside      	/ə'lɔŋ'said/        	ad.在旁边 prep.和...在一起；在...旁边
	obedience      	/ə'bi:diəns/        	n.服从,顺从             
	recognize      	/'rekəgnaɪz/        	v.(recognise)认出,承认,公认,赏识,表扬
	confident      	/'kɔnfidənt/        	n.(of,in)确信的,自信的    
	fascinate      	/'fæsineit/         	v.迷住,强烈吸引           
	continual      	/kən'tinjuəl/       	a.不断的,连续的,频繁的       
	machinery      	/mə'ʃi:nəri/        	n.(总称)机器,机械         
	offensive      	/ə'fensiv/          	a.冒犯的,攻击的 n.攻势,进攻   
	sculpture      	/'skʌlptʃə/         	n.雕刻(术)，雕塑(术)；雕刻作品  
	interrupt      	/ˌintə'rʌpt/        	v.中断,遮断,阻碍;打断(话),打扰 
	communism      	/'kɔmjunizəm/       	n.共产主义              
	remainder      	/ri'meində/         	n.剩余物,剩下的;余数,余项     
	snowstorm      	/'snəustɔ:m/        	n.暴风雪               
	assistant      	/ə'sistənt/         	a.帮助的，辅助的 n.助手，助教；辅助物
	clockwise      	/'klɔkwaiz/         	a.顺时针方向             
	unanimous      	/ju:'næniməs/       	a.全体一致的,一致同意的       
	interfere      	/ˌintə'fiə/         	v.(in)干涉,干预;(with)妨碍,打扰
	aggravate      	/'ægrəveit/         	vt.加重(剧),使恶化；激怒,使恼火 
	northeast      	/ˌnɔ:θ'i:st/        	n.东北 a.东北方的 ad.向东北,在东北
	substance      	/'sʌbstəns/         	n.物质；实质，本质；主旨；财产，资产 
	originate      	/ə'ridʒəneit/       	v.(in,from)起源,发生;首创,创造
	gentleman      	/'dʒentlmən/        	n.绅士,先生             
	afterward      	/'ɑ:ftəwəd/         	ad.(afterwards)以后，后来
	turbulent      	/'tə:bjulənt/       	a.狂暴的,无秩序的          
	disregard      	/disri'gɑ:d/        	vt.不理会;忽视;漠视 n.忽视;漠视
	resistant      	/ri'zistənt/        	a.(to)抵抗的,有抵抗力的     
	customary      	/'kʌstəˌməri/       	a.习惯的,惯例的           
	departure      	/di'pɑ:tʃə/         	n.离开,起程             
	statesman      	/'steitsmən/        	n.政治家,国务活动家         
	economics      	/ˌi:kə'nɔmiks/      	n.经济学,经济情况          
	alternate      	/ɔ:l'tə:nət/        	a.交替的，轮流的 v.(使)交替，(使)轮流
	excessive      	/ik'sesiv/          	a.过多的;过分的;额外        
	interpret      	/in'tə:prit/        	vt.解释,说明;口译         
	judgement      	/'dʒʌdʒmənt/        	n.(judgment)审判,判决;判断(力);看法,意见
	bacterium      	/bæk'tiəriəm/       	n.(pl.)bacteria 细菌  
	housewife      	/'hauswaif/         	n.家庭主妇              
	difficult      	/'difikəlt/         	a.困难的,艰难的           
	spectator      	/spek'teitə/        	n.观众,旁观者            
	overwhelm      	/ˌəuvə'welm/        	v.淹没,覆没,压倒,制服,使不知所措 
	editorial      	/ˌedi'tɔ:riəl/      	n.社论  a.社论的；编辑上的    
	underline      	/ˌʌndə'lain/        	vt.在…下划线;强调         
	spokesman      	/'spəuksmən/        	n.发言人               
	foreigner      	/'fɔrinə/           	n.外国人               
	advantage      	/əd'vɑ:ntidʒ/       	n.优点，长处，有利条件；利益，好处  
	reproduce      	/ˌri:prə'dju:s/     	v.生殖;翻版;繁殖;复制,仿造    
	correlate      	/'kɒrələt /         	n.相关联的事物 v.(with,to)(使)互相关联
