alleviate      	/ə'li:vieit/        	v.减轻，缓和，缓解(痛苦等)     
	whichever      	/hwitʃ'evə/         	pron.               
	discharge      	/dis'tʃɑ:dʒ/        	v.                  
	passenger      	/'pæsindʒə/         	n.乘客,旅客             
	programme      	/'prəugræm/         	n.(program)节目,计划,规划,程序 v.编程序
	assistant      	/ə'sistənt/         	a.帮助的，辅助的 n.助手，助教；辅助物
	inference      	/'infərəns/         	n.推论,推理,推断;结论       
	clockwise      	/'klɔkwaiz/         	a.顺时针方向             
	poisonous      	/'pɔizənəs/         	a.有毒的,恶意的,恶毒的,道德败坏的 
	introduce      	/ˌintrə'dju:s/      	vt.介绍；引进，传入；提出(议案等) 
	principle      	/'prinsəpl/         	n.原理,原则;主义,信念       
	favorable      	/'feivərəbl/        	a.(favourable)赞许的,有利的,讨人喜欢的
	agreement      	/ə'gri:mənt/        	n.协定,协议；契约；达成协议；同意，一致
	interfere      	/ˌintə'fiə/         	v.(in)干涉,干预;(with)妨碍,打扰
	universal      	/ˌju:ni'və:səl/     	a.普遍的,全体的,通用的;宇宙的,世界的
	container      	/kən'teinə/         	n.容器;集装箱            
	aggravate      	/'ægrəveit/         	vt.加重(剧),使恶化；激怒,使恼火 
	northeast      	/ˌnɔ:θ'i:st/        	n.东北 a.东北方的 ad.向东北,在东北
	substance      	/'sʌbstəns/         	n.物质；实质，本质；主旨；财产，资产 
	pronounce      	/prəu'nauns/        	v.发…的音;宣布,宣判        
	afterward      	/'ɑ:ftəwəd/         	ad.(afterwards)以后，后来
	biography      	/bai'ɔgrəfi/        	n.传记；传记文学           
	turbulent      	/'tə:bjulənt/       	a.狂暴的,无秩序的          
	disregard      	/disri'gɑ:d/        	vt.不理会;忽视;漠视 n.忽视;漠视
	malignant      	/mə'lignənt/        	a.恶性的，致命的；恶意的，恶毒的   
	customary      	/'kʌstəˌməri/       	a.习惯的,惯例的           
	notorious      	/nəu'tɔ:riəs/       	a.臭名昭著的,声名狼藉的       
	scientist      	/'saiəntist/        	n.科学家               
	southeast      	/ˌsauθ'i:st/        	n.                  
	hamburger      	/'hæmbɜ:gə(r)/      	n.汉堡包,牛肉饼           
	calculate      	/'kælkjuleit/       	v.计算,推算;计划,打算       
	economics      	/ˌi:kə'nɔmiks/      	n.经济学,经济情况          
	arbitrary      	/'ɑ:bitrəri/        	a.任意的，任性的，主观的；专断，武断的
	invisible      	/in'vizəbl/         	a.看不见的,无形的          
	alternate      	/ɔ:l'tə:nət/        	a.交替的，轮流的 v.(使)交替，(使)轮流
	immigrant      	/'imigrənt/         	a.(从国外)移来的,移民的 n.移民,侨民
	marvelous      	/'mɑ:viləs/         	a.(marvellous)惊人的,奇迹般的,妙极的
	interpret      	/in'tə:prit/        	vt.解释,说明;口译         
	judgement      	/'dʒʌdʒmənt/        	n.(judgment)审判,判决;判断(力);看法,意见
	bacterium      	/bæk'tiəriəm/       	n.(pl.)bacteria 细菌  
	housewife      	/'hauswaif/         	n.家庭主妇              
	overwhelm      	/ˌəuvə'welm/        	v.淹没,覆没,压倒,制服,使不知所措 
	ambulance      	/'æmbjuləns/        	n.救护车，救护船，救护飞机      
	editorial      	/ˌedi'tɔ:riəl/      	n.社论  a.社论的；编辑上的    
	underline      	/ˌʌndə'lain/        	vt.在…下划线;强调         
	Christian      	/'kristjən/         	n.基督教徒 a.基督教徒的      
	butterfly      	/'bʌtəflai/         	n.蝴蝶                
	advantage      	/əd'vɑ:ntidʒ/       	n.优点，长处，有利条件；利益，好处  
	correlate      	/'kɒrələt /         	n.相关联的事物 v.(with,to)(使)互相关联
	ice-cream      	/'aiskri:m/         	n.冰淇淋               
	southwest      	/ˌsauθ'west/        	n.                  
	sociology      	/ˌsəusi'ɔlədʒi/     	n.社会学               
	circulate      	/'sə:kjuleit/       	v.(使)循环,(使)流通       
	honorable      	/'ɒnərəbl/          	a.(honourable)可敬的;荣誉的,光荣的
	excellent      	/'eksələnt/         	a.卓越的,极好的           
	threshold      	/'θreʃhəuld/        	n.门槛;入门,开端          
	community      	/kə'mju:niti/       	n.同一地区的全体居民,社会,社区;共同体
	frequency      	/'frikwənsi/        	n.频率,周率             
	formation      	/fɔ:'meiʃən/        	n.形成;构成;组织;构造;编制;塑造 
	knowledge      	/'nɔlidʒ/           	n.知识,学识;知道,了解       
	humiliate      	/hju:'milieit/      	v.使羞辱，使丢脸[同]disgrace
	speculate      	/'spekjuleit/       	vi.思索；推测vt.投机；思索，推测 
	parachute      	/'pærəˌʃu:t/        	n.降落伞 v.跳伞          
----------
nevertheless   	/ˌnevəðə'les/       	conj.(nonetheless)然而,不过ad.仍然,不过
	experimental   	/ekˌsperi'mentəl/   	a.实验(性)的,试验(性)的     
	intermittent   	/ˌɪntə'mɪtənt/      	a.间歇的,断断续续的         
----------
expression     	/ɪk'spreʃn/         	n.表达;表情;声调;腔调;榨出;措词;式;符号
	administer     	/əd'ministə/        	v.施行，实施；掌管，料理...的事务；给予
	percentage     	/pə'sentidʒ/        	n.百分数,百分率,百分比       
	accomplish     	/ə'kʌmpliʃ/         	v.实现(计划等)；达到(目的)；完成(任务)
	specialist     	/'speʃəlist/        	n.专家                
	importance     	/im'pɔ:təns/        	n.重要,重要性            
	microphone     	/'maikrəfəun/       	n.话筒,扩音器            
	solidarity     	/ˌsɔli'dæriti/      	n.团结；休戚相关           
	friendship     	/'frendʃip/         	n.友谊,友好             
	spacecraft     	/'speiskrɑ:ft/      	n.宇宙飞船              
	manuscript     	/'mænjuskript/      	n.手稿,原稿             
	hypothesis     	/hai'pɔθisis/       	n.假说,假设,前提          
	contradict     	/ˌkɔntrə'dikt/      	v.反驳;同…矛盾,同…抵触      
	engagement     	/ɪn'geɪdʒmənt/      	n.约会,约定;婚约,订婚       
	artificial     	/ˌɑ:ti'fiʃəl/       	a.人工的，人造的，人为的；假的，做作的
	henceforth     	/'hens'fɔ:θ/        	ad.今后               
	equivalent     	/i'kwivələnt/       	a.(to)相等的,等价的 n.相等物,等价物
	preferable     	/'prefərəbl/        	a.(to)更可取的,更好的      
	standpoint     	/'stændpɔint/       	n.立场,观点             
	consistent     	/kən'sistənt/       	a.(in)前后一致的；（with）一致，符合
	downstairs     	/'daun'stεəz/       	ad.在楼下,往楼下          
	tremendous     	/trə'mendəs/        	a.巨大的,极大的           
	earthquake     	/'ə:θkweik/         	n.地震                
	worthwhile     	/'wə:θ'hwail/       	a.值得(做)的            
	mysterious     	/mi'stiəriəs/       	a.神秘的,可疑的,难理解的      
	subsequent     	/'sʌbsikwənt/       	a.随后的,后来的           
----------
fortunate      	/'fɔ:tʃənit/        	a.幸运的,侥幸的           
	realistic      	/ˌriə'listik/       	a.现实(主义)的           
	nutrition      	/nju:'triʃən/       	n.营养,营养学            
	anonymous      	/ə'nɔniməs/         	a.匿名的，无名的，姓氏不明的     
	eccentric      	/ik'sentrik/        	a.古怪的，怪癖的，异乎寻常的n.古怪的人
	character      	/'kærəktə/          	n.性格,品质,特性;人物,角色;字符,(汉)字
	spaceship      	/'speisʃip/         	n.宇宙飞船              
	exception      	/ik'sepʃən/         	n.例外,除外;反对;异议       
	patriotic      	/ˌpætri'ɔtik/       	a.爱国的               
	accessory      	/ək'sesəri/         	n.附件,附属品;(为全套衣服增加美感的)服饰
	cafeteria      	/ˌkæfə'tɪəriə/      	n.自助食堂              
	essential      	/i'senʃəl/          	a.本质的,基本的;净化的 n.本质;要素
	interrupt      	/ˌintə'rʌpt/        	v.中断,遮断,阻碍;打断(话),打扰 
	snowstorm      	/'snəustɔ:m/        	n.暴风雪               
	whichever      	/hwitʃ'evə/         	pron.               
	unanimous      	/ju:'næniməs/       	a.全体一致的,一致同意的       
	implement      	/'implimənt/        	n.(pl.)工具,器具 v.贯彻,实现
	universal      	/ˌju:ni'və:səl/     	a.普遍的,全体的,通用的;宇宙的,世界的
	biography      	/bai'ɔgrəfi/        	n.传记；传记文学           
	scientist      	/'saiəntist/        	n.科学家               
	tradition      	/trə'diʃən/         	n.传统； 惯例； 传说        
	pneumonia      	/nju:'məunjə/       	n.肺炎                
	economics      	/ˌi:kə'nɔmiks/      	n.经济学,经济情况          
	interpret      	/in'tə:prit/        	vt.解释,说明;口译         
	judgement      	/'dʒʌdʒmənt/        	n.(judgment)审判,判决;判断(力);看法,意见
	difficult      	/'difikəlt/         	a.困难的,艰难的           
	precision      	/pri'siʒən/         	n.精确,精确度            
	spectator      	/spek'teitə/        	n.观众,旁观者            
	overwhelm      	/ˌəuvə'welm/        	v.淹没,覆没,压倒,制服,使不知所措 
	spokesman      	/'spəuksmən/        	n.发言人               
	architect      	/'ɑ:kitekt/         	n.建筑师；设计师；缔造者；创造者   
	inflation      	/in'fleiʃən/        	n.通货膨胀              
	explosion      	/ɪk'spləuʒn/        	n.爆炸,爆发             
	ice-cream      	/'aiskri:m/         	n.冰淇淋               
	classroom      	/'klɑ:srum/         	n.教室，课堂             
	technical      	/'teknikəl/         	a.技术(性)的，工艺的；专门性的，专业性的
	suspicion      	/sə'spiʃən/         	n.怀疑，猜疑；一点儿，少量      
	reduction      	/rɪ'dʌkʃn/          	n.减小,减少,缩小          
	excellent      	/'eksələnt/         	a.卓越的,极好的           
	recommend      	/ˌrekə'mend/        	v.推荐,介绍;劝告,建议       
	newspaper      	/'nju:sˌpeipə/      	n.报纸                
	diversion      	/dai'və:ʃən/        	n.转向,转移;牵制;解闷;娱乐    
	expansion      	/ik'spænʃən/        	n.扩张,膨胀;张开,伸展       
	physicist      	/'fizisist/         	n.物理学家              
----------
spectacular    	/spek'tækjulə/      	a.壮观的,引人注目的 n.壮观的演出 
	superficial    	/ˌsu:pə'fɪʃl/       	a.表面的;肤浅的,浅薄的       
	superfluous    	/sju'pə:fluəs/      	a.多余的，过剩的，          
	theoretical    	/ˌθiə'retikəl/      	a.理论(上)的            
	susceptible    	/sə'septəbl/        	a.易受影响的;易受感动的;易受感染的 
	merchandise    	/'mə:tʃəndaiz/      	n.商品,货物             
----------
nutrition      	/nju:'triʃən/       	n.营养,营养学            
	alleviate      	/ə'li:vieit/        	v.减轻，缓和，缓解(痛苦等)     
	fortunate      	/'fɔ:tʃənit/        	a.幸运的,侥幸的           
	anonymous      	/ə'nɔniməs/         	a.匿名的，无名的，姓氏不明的     
	component      	/kəm'pəunənt/       	n.组成部分,成分,元件 a.组成的,合成的
	temporary      	/'tempərəri/        	a.暂时的,临时的           
	conscious      	/'kɔnʃəs/           	a.(of)意识到的,自觉的;神志清醒的
	spaceship      	/'speisʃip/         	n.宇宙飞船              
	paperback      	/'peipəbæk/         	n.平装本，简装本           
	accessory      	/ək'sesəri/         	n.附件,附属品;(为全套衣服增加美感的)服饰
	parameter      	/pə'ræmitə/         	n.参数,参量             
	housework      	/'hauswə:k/         	n.家务，家事(不可数)        
	cafeteria      	/ˌkæfə'tɪəriə/      	n.自助食堂              
	rectangle      	/'rekˌtæŋgl/        	n.[数]矩形, 长方形        
	miserable      	/'mizərəbl/         	a.痛苦的,悲惨的           
	redundant      	/ri'dʌndənt/        	a.多余的,过剩的;(食物)丰富的;被解雇的
	sometimes      	/'sʌmtaimz/         	ad.不时，有时，间或         
	technique      	/tek'ni:k/          	n.技巧，手艺，技能；技术，工艺    
	whichever      	/hwitʃ'evə/         	pron.               
	discharge      	/dis'tʃɑ:dʒ/        	v.                  
	messenger      	/'mesindʒə/         	n.送信者,使者,传令兵        
	passenger      	/'pæsindʒə/         	n.乘客,旅客             
	programme      	/'prəugræm/         	n.(program)节目,计划,规划,程序 v.编程序
	telegraph      	/'teligrɑ:f/        	n.电报机,电报 v.打电报,发电报  
	desirable      	/di'zaiərəbl/       	a.值得做的;合意的,称心的;期望得到的
	staircase      	/'stεəkeis/         	n.(stairway)楼梯      
	inference      	/'infərəns/         	n.推论,推理,推断;结论       
	poisonous      	/'pɔizənəs/         	a.有毒的,恶意的,恶毒的,道德败坏的 
	personnel      	/ˌpə:sə'nel/        	n.全体人员,全体职员;人事(部门)  
	principle      	/'prinsəpl/         	n.原理,原则;主义,信念       
	implement      	/'implimənt/        	n.(pl.)工具,器具 v.贯彻,实现
	favorable      	/'feivərəbl/        	a.(favourable)赞许的,有利的,讨人喜欢的
	agreement      	/ə'gri:mənt/        	n.协定,协议；契约；达成协议；同意，一致
	universal      	/ˌju:ni'və:səl/     	a.普遍的,全体的,通用的;宇宙的,世界的
	container      	/kən'teinə/         	n.容器;集装箱            
	pronounce      	/prəu'nauns/        	v.发…的音;宣布,宣判        
	biography      	/bai'ɔgrəfi/        	n.传记；传记文学           
	available      	/ə'veɪləbl/         	a.(用于物)可用的；可见到的，接受采访的
	malignant      	/mə'lignənt/        	a.恶性的，致命的；恶意的，恶毒的   
	influence      	/'influəns/         	n.(on)影响,感化;势力,权势 v.影响,感化
	southeast      	/ˌsauθ'i:st/        	n.                  
	hamburger      	/'hæmbɜ:gə(r)/      	n.汉堡包,牛肉饼           
	pneumonia      	/nju:'məunjə/       	n.肺炎                
	persevere      	/ˌpə:si'viə/        	v.坚持,坚忍,不屈不挠        
	secondary      	/'sekəndəri/        	a.次要的,二级的;中级的,第二的   
	calculate      	/'kælkjuleit/       	v.计算,推算;计划,打算       
	arbitrary      	/'ɑ:bitrəri/        	a.任意的，任性的，主观的；专断，武断的
	invisible      	/in'vizəbl/         	a.看不见的,无形的          
	sarcastic      	/sɑ:'kæztik/        	a.讽刺的               
	immigrant      	/'imigrənt/         	a.(从国外)移来的,移民的 n.移民,侨民
	marvelous      	/'mɑ:viləs/         	a.(marvellous)惊人的,奇迹般的,妙极的
	ambulance      	/'æmbjuləns/        	n.救护车，救护船，救护飞机      
	reference      	/'refərəns/         	n.提及,涉及;参考,参考书目;证明书（人）
	statement      	/'steitmənt/        	n.声明,陈述             
	ice-cream      	/'aiskri:m/         	n.冰淇淋               
	southwest      	/ˌsauθ'west/        	n.                  
	technical      	/'teknikəl/         	a.技术(性)的，工艺的；专门性的，专业性的
	sociology      	/ˌsəusi'ɔlədʒi/     	n.社会学               
	circulate      	/'sə:kjuleit/       	v.(使)循环,(使)流通       
	honorable      	/'ɒnərəbl/          	a.(honourable)可敬的;荣誉的,光荣的
	excellent      	/'eksələnt/         	a.卓越的,极好的           
	threshold      	/'θreʃhəuld/        	n.门槛;入门,开端          
	recommend      	/ˌrekə'mend/        	v.推荐,介绍;劝告,建议       
	frequency      	/'frikwənsi/        	n.频率,周率             
	knowledge      	/'nɔlidʒ/           	n.知识,学识;知道,了解       
	speculate      	/'spekjuleit/       	vi.思索；推测vt.投机；思索，推测 
	parachute      	/'pærəˌʃu:t/        	n.降落伞 v.跳伞          
	kilometre      	/'kiləmi:tə(r)/     	n.(kilometer) 公里，千米(略作km)
----------
anonymous      	/ə'nɔniməs/         	a.匿名的，无名的，姓氏不明的     
	realistic      	/ˌriə'listik/       	a.现实(主义)的           
	fortunate      	/'fɔ:tʃənit/        	a.幸运的,侥幸的           
	nutrition      	/nju:'triʃən/       	n.营养,营养学            
	emphasize      	/'emfəsaiz/         	v.(emphasise)强调     
	pollution      	/pə:'lju:ʃən/       	n.污染                
	important      	/im'pɔ:tənt/        	a.重要的,重大的;有地位的,有权力的 
	component      	/kəm'pəunənt/       	n.组成部分,成分,元件 a.组成的,合成的
	temporary      	/'tempərəri/        	a.暂时的,临时的           
	eccentric      	/ik'sentrik/        	a.古怪的，怪癖的，异乎寻常的n.古怪的人
	character      	/'kærəktə/          	n.性格,品质,特性;人物,角色;字符,(汉)字
	waterfall      	/'wɔ:təfɔ:l/        	n.瀑布                
	spaceship      	/'speisʃip/         	n.宇宙飞船              
	exception      	/ik'sepʃən/         	n.例外,除外;反对;异议       
	patriotic      	/ˌpætri'ɔtik/       	a.爱国的               
	paperback      	/'peipəbæk/         	n.平装本，简装本           
	constrain      	/kən'strein/        	vt.限制，约束；克制，抑制      
	gratitude      	/'grætɪtju:d/       	n.感激,感谢             
	potential      	/pəu'tenʃəl/        	a.潜在的,可能的 n.潜能,潜力   
	parameter      	/pə'ræmitə/         	n.参数,参量             
	worldwide      	/'wə:ldˌwaid/       	a.全世界的,世界范围的 ad.遍及全世界
	duplicate      	/'dju:plikət/       	n.复制品 v.复写,使加倍 a.复制的,二重的
	badminton      	/'bædmintən/        	n.羽毛球               
	confusion      	/kən'fju:ʒən/       	n.困惑，糊涂；混淆；混乱，骚乱    
	reconcile      	/'rekənsail/        	v.使和好,调解,使调和;(to,with)使一致
	obedience      	/ə'bi:diəns/        	n.服从,顺从             
	recognize      	/'rekəgnaɪz/        	v.(recognise)认出,承认,公认,赏识,表扬
	sensitive      	/'sensətɪv/         	a.(to)敏感的,易受伤害的;灵敏的 
	confident      	/'kɔnfidənt/        	n.(of,in)确信的,自信的    
	cafeteria      	/ˌkæfə'tɪəriə/      	n.自助食堂              
	rectangle      	/'rekˌtæŋgl/        	n.[数]矩形, 长方形        
	fabricate      	/'fæbrikeit/        	v.捏造,编造(谎言,借口等);建造,制造
	essential      	/i'senʃəl/          	a.本质的,基本的;净化的 n.本质;要素
	fascinate      	/'fæsineit/         	v.迷住,强烈吸引           
	continual      	/kən'tinjuəl/       	a.不断的,连续的,频繁的       
	machinery      	/mə'ʃi:nəri/        	n.(总称)机器,机械         
	offensive      	/ə'fensiv/          	a.冒犯的,攻击的 n.攻势,进攻   
	historian      	/his'tɔ:riən/       	n.历史学家              
	direction      	/di'rekʃən/         	n.方向,方位;指令,说明       
	miserable      	/'mizərəbl/         	a.痛苦的,悲惨的           
	redundant      	/ri'dʌndənt/        	a.多余的,过剩的;(食物)丰富的;被解雇的
	sculpture      	/'skʌlptʃə/         	n.雕刻(术)，雕塑(术)；雕刻作品  
	communism      	/'kɔmjunizəm/       	n.共产主义              
	remainder      	/ri'meində/         	n.剩余物,剩下的;余数,余项     
	whichever      	/hwitʃ'evə/         	pron.               
	discharge      	/dis'tʃɑ:dʒ/        	v.                  
	messenger      	/'mesindʒə/         	n.送信者,使者,传令兵        
	passenger      	/'pæsindʒə/         	n.乘客,旅客             
	condition      	/kən'diʃən/         	n.条件，状况，环境 vt.决定；支配；训练
	telegraph      	/'teligrɑ:f/        	n.电报机,电报 v.打电报,发电报  
	desirable      	/di'zaiərəbl/       	a.值得做的;合意的,称心的;期望得到的
	staircase      	/'stεəkeis/         	n.(stairway)楼梯      
	personnel      	/ˌpə:sə'nel/        	n.全体人员,全体职员;人事(部门)  
	favorable      	/'feivərəbl/        	a.(favourable)赞许的,有利的,讨人喜欢的
	container      	/kən'teinə/         	n.容器;集装箱            
	northeast      	/ˌnɔ:θ'i:st/        	n.东北 a.东北方的 ad.向东北,在东北
	substance      	/'sʌbstəns/         	n.物质；实质，本质；主旨；财产，资产 
	originate      	/ə'ridʒəneit/       	v.(in,from)起源,发生;首创,创造
	gentleman      	/'dʒentlmən/        	n.绅士,先生             
	turbulent      	/'tə:bjulənt/       	a.狂暴的,无秩序的          
	disregard      	/disri'gɑ:d/        	vt.不理会;忽视;漠视 n.忽视;漠视
	resistant      	/ri'zistənt/        	a.(to)抵抗的,有抵抗力的     
	malignant      	/mə'lignənt/        	a.恶性的，致命的；恶意的，恶毒的   
	scientist      	/'saiəntist/        	n.科学家               
	southeast      	/ˌsauθ'i:st/        	n.                  
	tradition      	/trə'diʃən/         	n.传统； 惯例； 传说        
	hamburger      	/'hæmbɜ:gə(r)/      	n.汉堡包,牛肉饼           
	departure      	/di'pɑ:tʃə/         	n.离开,起程             
	necessity      	/ni'sesəti/         	n.必要性,需要;必然性;(pl.)必需品
	statesman      	/'steitsmən/        	n.政治家,国务活动家         
	persevere      	/ˌpə:si'viə/        	v.坚持,坚忍,不屈不挠        
	secondary      	/'sekəndəri/        	a.次要的,二级的;中级的,第二的   
	calculate      	/'kælkjuleit/       	v.计算,推算;计划,打算       
	sarcastic      	/sɑ:'kæztik/        	a.讽刺的               
	multitude      	/'mʌltiˌtju:d/      	n.众多,大量             
	excessive      	/ik'sesiv/          	a.过多的;过分的;额外        
	immigrant      	/'imigrənt/         	a.(从国外)移来的,移民的 n.移民,侨民
	primitive      	/'primitiv/         	a.原始的,远古的,早期的;粗糙的,简单的
	housewife      	/'hauswaif/         	n.家庭主妇              
	difficult      	/'difikəlt/         	a.困难的,艰难的           
	precision      	/pri'siʒən/         	n.精确,精确度            
	spectator      	/spek'teitə/        	n.观众,旁观者            
	overwhelm      	/ˌəuvə'welm/        	v.淹没,覆没,压倒,制服,使不知所措 
	editorial      	/ˌedi'tɔ:riəl/      	n.社论  a.社论的；编辑上的    
	reference      	/'refərəns/         	n.提及,涉及;参考,参考书目;证明书（人）
	Christian      	/'kristjən/         	n.基督教徒 a.基督教徒的      
	foreigner      	/'fɔrinə/           	n.外国人               
	butterfly      	/'bʌtəflai/         	n.蝴蝶                
	reproduce      	/ˌri:prə'dju:s/     	v.生殖;翻版;繁殖;复制,仿造    
	correlate      	/'kɒrələt /         	n.相关联的事物 v.(with,to)(使)互相关联
	explosion      	/ɪk'spləuʒn/        	n.爆炸,爆发             
	ice-cream      	/'aiskri:m/         	n.冰淇淋               
	southwest      	/ˌsauθ'west/        	n.                  
	technical      	/'teknikəl/         	a.技术(性)的，工艺的；专门性的，专业性的
	circulate      	/'sə:kjuleit/       	v.(使)循环,(使)流通       
	honorable      	/'ɒnərəbl/          	a.(honourable)可敬的;荣誉的,光荣的
	suspicion      	/sə'spiʃən/         	n.怀疑，猜疑；一点儿，少量      
	reduction      	/rɪ'dʌkʃn/          	n.减小,减少,缩小          
	excellent      	/'eksələnt/         	a.卓越的,极好的           
	community      	/kə'mju:niti/       	n.同一地区的全体居民,社会,社区;共同体
	frequency      	/'frikwənsi/        	n.频率,周率             
	newspaper      	/'nju:sˌpeipə/      	n.报纸                
	formation      	/fɔ:'meiʃən/        	n.形成;构成;组织;构造;编制;塑造 
	diversion      	/dai'və:ʃən/        	n.转向,转移;牵制;解闷;娱乐    
	humiliate      	/hju:'milieit/      	v.使羞辱，使丢脸[同]disgrace
	speculate      	/'spekjuleit/       	vi.思索；推测vt.投机；思索，推测 
	parachute      	/'pærəˌʃu:t/        	n.降落伞 v.跳伞          
	expansion      	/ik'spænʃən/        	n.扩张,膨胀;张开,伸展       
	physicist      	/'fizisist/         	n.物理学家              
